date,temperature,humidity,luminosity
2019-11-27 15:59:16.003,25.7,29.1,118
2019-11-27 15:59:18.276,25.7,29.0,116
2019-11-27 15:59:20.554,25.7,29.0,105
2019-11-27 15:59:22.827,25.7,29.0,105
2019-11-27 15:59:25.100,25.7,29.0,103
2019-11-27 15:59:27.374,25.7,28.9,105
2019-11-27 15:59:29.647,25.7,28.9,116
2019-11-27 15:59:31.920,25.7,28.9,116
2019-11-27 15:59:34.198,25.7,28.9,116
2019-11-27 15:59:36.471,25.7,28.9,103
2019-11-27 15:59:38.744,25.7,29.0,106
2019-11-27 15:59:41.017,25.7,29.1,115
2019-11-27 15:59:43.291,25.7,29.0,107
2019-11-27 15:59:45.563,25.6,29.0,106
2019-11-27 15:59:47.839,25.6,29.0,105
2019-11-27 15:59:50.114,25.6,29.0,116
2019-11-27 15:59:52.386,25.6,29.0,115
2019-11-27 15:59:54.660,25.7,29.0,116
2019-11-27 15:59:56.932,25.6,29.0,105
2019-11-27 15:59:59.207,25.6,29.0,105
2019-11-27 16:00:01.480,25.6,29.1,116
2019-11-27 16:00:03.756,25.6,29.1,115
2019-11-27 16:00:06.031,25.7,29.1,115
2019-11-27 16:00:08.304,25.6,29.1,116
2019-11-27 16:00:10.577,25.6,29.2,117
2019-11-27 16:00:12.852,25.7,29.4,117
2019-11-27 16:00:15.125,25.6,29.7,113
2019-11-27 16:00:17.402,25.6,29.7,113
2019-11-27 16:00:19.675,25.6,29.7,113
2019-11-27 16:00:21.948,25.6,29.7,113
2019-11-27 16:00:24.221,25.6,29.7,113
2019-11-27 16:00:26.494,25.6,29.6,113
2019-11-27 16:00:28.768,25.6,29.6,114
2019-11-27 16:00:31.045,25.6,29.7,102
2019-11-27 16:00:33.318,25.6,30.0,101
2019-11-27 16:00:35.591,25.6,30.0,103
2019-11-27 16:00:37.865,25.6,30.0,102
2019-11-27 16:00:40.138,25.6,30.0,105
2019-11-27 16:00:42.415,25.6,29.9,105
2019-11-27 16:00:44.689,25.6,29.9,102
2019-11-27 16:00:46.962,25.6,29.9,118
2019-11-27 16:00:49.235,25.6,29.8,105
2019-11-27 16:00:51.508,25.6,29.8,105
2019-11-27 16:00:53.781,25.5,29.8,105
2019-11-27 16:00:56.058,25.6,29.8,104
2019-11-27 16:00:58.331,25.6,29.7,104
2019-11-27 16:01:00.605,25.5,29.7,106
2019-11-27 16:01:02.878,25.6,29.8,107
2019-11-27 16:01:05.151,25.5,29.7,107
2019-11-27 16:01:07.429,25.5,29.7,107
2019-11-27 16:01:09.702,25.5,29.7,108
2019-11-27 16:01:11.975,25.5,29.7,108
2019-11-27 16:01:14.248,25.5,29.7,107
2019-11-27 16:01:16.524,25.5,29.7,106
2019-11-27 16:01:18.798,25.5,30.5,107
2019-11-27 16:01:21.072,25.5,30.6,107
2019-11-27 16:01:23.345,25.5,30.6,108
2019-11-27 16:01:25.621,25.5,30.5,108
2019-11-27 16:01:27.895,25.5,30.4,108
2019-11-27 16:01:30.168,25.5,30.3,108
2019-11-27 16:01:32.441,25.5,30.3,108
2019-11-27 16:01:34.719,25.5,30.2,108
2019-11-27 16:01:36.992,25.5,30.2,108
2019-11-27 16:01:39.265,25.5,30.1,107
2019-11-27 16:01:41.539,25.5,30.1,108
2019-11-27 16:01:43.816,25.5,30.1,110
2019-11-27 16:01:46.089,25.5,30.0,110
2019-11-27 16:01:48.363,25.5,30.0,109
2019-11-27 16:01:50.636,25.5,30.0,109
2019-11-27 16:01:52.912,25.4,30.0,110
2019-11-27 16:01:55.186,25.5,30.0,108
2019-11-27 16:01:57.459,25.4,30.0,109
2019-11-27 16:01:59.732,25.5,30.0,110
2019-11-27 16:02:02.009,25.5,30.0,110
2019-11-27 16:02:04.283,25.5,30.0,114
2019-11-27 16:02:06.556,25.5,30.0,119
2019-11-27 16:02:08.829,25.4,30.0,119
2019-11-27 16:02:11.107,25.4,30.0,119
2019-11-27 16:02:13.380,25.4,30.0,119
2019-11-27 16:02:15.652,25.4,30.0,118
2019-11-27 16:02:17.927,25.4,30.0,118
2019-11-27 16:02:20.203,25.4,30.0,118
2019-11-27 16:02:22.476,25.4,30.0,119
2019-11-27 16:02:24.750,25.4,30.0,118
2019-11-27 16:02:27.023,25.4,30.0,118
2019-11-27 16:02:29.299,25.4,30.0,118
2019-11-27 16:02:31.573,25.4,30.0,118
2019-11-27 16:02:33.847,25.4,30.0,119
2019-11-27 16:02:36.120,25.4,30.0,118
2019-11-27 16:02:38.393,25.4,30.1,118
2019-11-27 16:02:40.671,25.4,30.1,119
2019-11-27 16:02:42.944,25.4,30.0,119
2019-11-27 16:02:45.217,25.4,30.1,119
2019-11-27 16:02:47.490,25.4,30.1,118
2019-11-27 16:02:49.768,25.4,30.1,119
2019-11-27 16:02:52.041,25.4,30.0,119
2019-11-27 16:02:54.313,25.4,30.0,119
2019-11-27 16:02:56.588,25.4,30.1,119
2019-11-27 16:02:58.865,25.4,30.1,119
2019-11-27 16:03:01.137,25.4,30.1,119
2019-11-27 16:03:03.411,25.4,30.1,119
2019-11-27 16:03:05.684,25.4,30.1,115
2019-11-27 16:03:07.961,25.4,30.1,119
2019-11-27 16:03:10.235,25.4,30.1,118
2019-11-27 16:03:12.507,25.4,30.1,118
2019-11-27 16:03:14.780,25.4,30.1,118
2019-11-27 16:03:17.058,25.4,30.0,118
2019-11-27 16:03:19.332,25.4,30.0,118
2019-11-27 16:03:21.605,25.4,30.0,119
2019-11-27 16:03:23.878,25.3,30.0,119
2019-11-27 16:03:26.155,25.3,30.0,119
2019-11-27 16:03:28.429,25.4,29.9,119
2019-11-27 16:03:30.701,25.3,29.9,119
2019-11-27 16:03:32.975,25.3,29.9,119
2019-11-27 16:03:35.249,25.4,29.9,119
2019-11-27 16:03:37.526,25.3,29.9,119
2019-11-27 16:03:39.799,25.3,29.9,119
2019-11-27 16:03:42.072,25.3,29.9,118
2019-11-27 16:03:44.344,25.3,29.9,119
2019-11-27 16:03:46.622,25.3,29.9,119
2019-11-27 16:03:48.894,25.3,29.9,119
2019-11-27 16:03:51.169,25.3,29.9,119
2019-11-27 16:03:53.442,25.3,29.9,118
2019-11-27 16:03:55.718,25.3,29.9,119
2019-11-27 16:03:57.993,25.3,29.9,119
2019-11-27 16:04:00.266,25.3,29.9,119
2019-11-27 16:04:02.538,25.3,29.9,119
2019-11-27 16:04:04.817,25.3,29.9,119
2019-11-27 16:04:07.090,25.3,29.9,119
2019-11-27 16:04:09.362,25.3,29.9,119
2019-11-27 16:04:11.636,25.3,29.9,118
2019-11-27 16:04:13.913,25.3,30.0,118
2019-11-27 16:04:16.185,25.3,30.0,118
2019-11-27 16:04:18.460,25.3,30.0,118
2019-11-27 16:04:20.733,25.3,29.9,118
2019-11-27 16:04:23.006,25.3,29.9,118
2019-11-27 16:04:25.284,25.3,29.9,118
2019-11-27 16:04:27.556,25.3,29.9,118
2019-11-27 16:04:29.830,25.3,29.9,109
2019-11-27 16:04:32.103,25.3,29.9,110
2019-11-27 16:04:34.381,25.3,29.9,111
2019-11-27 16:04:36.654,25.3,30.0,116
2019-11-27 16:04:38.927,25.3,30.0,117
2019-11-27 16:04:41.201,25.3,30.0,116
2019-11-27 16:04:43.477,25.3,30.0,117
2019-11-27 16:04:45.750,25.3,30.0,117
2019-11-27 16:04:48.024,25.2,30.0,118
2019-11-27 16:04:50.297,25.2,30.0,119
2019-11-27 16:04:52.570,25.3,30.1,119
2019-11-27 16:04:54.848,25.2,30.1,118
2019-11-27 16:04:57.121,25.2,30.1,119
2019-11-27 16:04:59.394,25.2,30.1,119
2019-11-27 16:05:01.667,25.2,30.1,119
2019-11-27 16:05:03.945,25.2,30.1,119
2019-11-27 16:05:06.218,25.2,30.2,119
2019-11-27 16:05:08.491,25.2,30.2,119
2019-11-27 16:05:10.765,25.2,30.2,119
2019-11-27 16:05:13.042,25.2,30.2,118
2019-11-27 16:05:15.314,25.2,30.2,118
2019-11-27 16:05:17.589,25.2,30.2,117
2019-11-27 16:05:19.861,25.2,30.2,117
2019-11-27 16:05:22.138,25.2,30.3,117
2019-11-27 16:05:24.412,25.2,30.3,117
2019-11-27 16:05:26.685,25.2,30.3,118
2019-11-27 16:05:28.958,25.2,30.3,119
2019-11-27 16:05:31.236,25.2,30.3,116
2019-11-27 16:05:33.509,25.2,30.3,118
2019-11-27 16:05:35.781,25.2,30.3,118
2019-11-27 16:05:38.055,25.2,30.3,118
2019-11-27 16:05:40.329,25.2,30.3,109
2019-11-27 16:05:42.606,25.2,30.3,118
2019-11-27 16:05:44.879,25.2,30.3,118
2019-11-27 16:05:47.153,25.2,30.3,118
2019-11-27 16:05:49.426,25.2,30.3,117
2019-11-27 16:05:51.702,25.2,30.3,116
2019-11-27 16:05:53.975,25.2,30.3,118
2019-11-27 16:05:56.249,25.2,30.2,118
2019-11-27 16:05:58.522,25.2,30.2,118
2019-11-27 16:06:00.799,25.2,30.2,117
2019-11-27 16:06:03.073,25.2,30.2,118
2019-11-27 16:06:05.346,25.2,30.2,117
2019-11-27 16:06:07.619,25.1,30.2,118
2019-11-27 16:06:09.897,25.2,30.2,118
2019-11-27 16:06:12.170,25.2,30.2,118
2019-11-27 16:06:14.444,25.1,30.2,118
2019-11-27 16:06:16.718,25.1,30.2,118
